NTD ID;Legacy NTD ID;Agency Name;Reporter Acronym;Doing Business As;Reporter Type;Reporting Module;Organization Type;Reported By NTD ID;Reported by Name;Subrecipient Type;FY End Date;Original Due Date;Address Line 1;Address Line 2;P.O. Box;City;State;Zip Code;Zip Code Ext;Region;URL;FTA Recipient ID;DUNS Number;Service Area Sq Miles;Service Area Pop;Primary UZA;UZA Name;Tribal Area Name;Population;Density;Sq Miles;VOMS DO;VOMS PT;Total VOMS;Volunteer Drivers;Personal Vehicles;TAM Tier;Number of State Counties;Number of Counties with Service; State Admin Funds Expended 
40201;4201;Municipality of Guaynabo;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;50 Calle Jose De Diego;;7885;Guaynabo;PR;00969;5144;4;http://www.guaynabocity.gov.pr/Guaynabo/;1905;091113944;27;90.879;21;San Juan, PR;;2.148.346;2.479;867;17;;17;;;Tier II;;;  
40204;4204;Mid-Cumberland Human Resource Agency;MCHRA;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;1101 Kermit Dr Ste 300;Suite 300;;Nashville;TN;37217;5109;4;http://mchratransit.org/;1007;078222536;5.415;1.141.280;241;Murfreesboro, TN;;133.228;1.723;77;121;3;124;;;Tier I (Non-Fixed Route VOMS);;;  
40205;4205;The County of Iredell;ICATS;Iredell County Area Transportation Services;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;200 S Center St;;788;Statesville;NC;28677;5807;4;http://www.rideICATS.com;1005;074504507;576;161.202;38;Charlotte, NC-SC;;1.249.442;1.685;741;27;;27;;;Tier II;;;  
40206;4206;Berkeley Charleston Dorchester RTMA;RTMA;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;305 Heatley St;;;Moncks Corner;SC;29461;3720;4;http://www.ridetricountylink.com/;1068;965398753;2.800;264.203;76;Charleston-North Charleston, SC;;548.404;1.870;293;24;;24;;;Tier II;;;  
40208;4208;City of Clemson;CAT;Clemson Area Transit;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;1250 Tiger Blvd # 1;;;Clemson;SC;29631;2661;4;http://www.catbus.com/;1118;051341444;17;27.883;93;Greenville, SC;;400.492;1.251;320;16;;16;;;Tier II;;;  
40209;4209;Hoke County;HATS;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;227 N Main St;;;Raeford;NC;28376;2805;4;http://www.hokecounty.org/158/Hoke-Area-Transit-Service-HATS;1005;091563643;392;52.671;122;Fayetteville, NC;;310.282;1.567;198;9;;9;;;Tier II;;;  
40210;4210;Craven County;CARTS;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;406 Craven St;;;New Bern;NC;28560;4911;4;https://www.cravencountync.gov/165/Transportation-CARTS;7278;091564294;1.803;126.802;495;New Bern, NC;;50.503;1.163;43;15;;15;;;Tier II;;;  
40213;4213;Autauga County Commission;ACRT;Autauga County Rural Transportation;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;218 North Court Street;Room 104;;Prattville;AL;36067;;4;http://www.autaugaco.org/Default.asp?ID=148;5600;830391996;139;35.662;142;Montgomery, AL;;263.907;1.718;154;12;;12;;;Tier II;;;  
40214;4214;Cabarrus County ;CCTS;Cabarrus County Transportation Services;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;65 Church Street S;;;Concord;NC;28025;3549;4;https://www.cabarruscounty.us/departments/transportation;1005;086861630;365;181.468;167;Concord, NC;;214.881;1.192;180;21;;21;;;Tier II;;;  
40215;4215;Union County;UCT;Union County Transportation;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;500 N Main St Ste 922;;;Monroe;NC;28112;4730;4;http://www.unioncountync.gov/departments/transportation;1005;079051637;640;222.742;38;Charlotte, NC-SC;;1.249.442;1.685;741;24;1;25;;;Tier II;;;  
40217;4217;Rowan County;RTS;Rowan Transit System;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;130 W Innes St;;;Salisbury;NC;28147;4375;4;http://www.rowantransit.com/;1005;074494014;524;142.088;167;Concord, NC;;214.881;1.192;180;;22;22;;;Tier II;;;  
40218;4218;City of La Grange;;Oldham's Public Bus;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;307 W Jefferson St;;;La Grange;KY;40031;1111;4;https://www.lagrangeky.net/city-bus-service.html;1105;074047200;7;8.082;43;Louisville/Jefferson County, KY-IN;;972.546;2.040;477;1;;1;;;Tier II;;;  
40220;4220;Pitt County;PATS;Pitt Area Transit System;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;1717 W 5Th St;;;Greenville;NC;27834;1601;4;https://www.pittcountync.gov/220/Pitt-Area-Transit-PATS;1005;080889694;652;174.263;266;Greenville, NC;;117.798;1.807;65;14;;14;;;Tier II;;;  
40221;4221;Gaston County;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;128 W Main Ave;;1578;Gastonia;NC;28052;2306;4;http://www.gastongov.com/government/departments/health_and_human_services/social_services/access.php;1005;071062186;364;224.529;200;Gastonia, NC-SC;;169.495;1.223;139;23;;23;;;Tier II;;;  
40222;4R06-094;Wake County;;GoWake Access;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;220 Swinburne St;;;Raleigh;NC;27610;;4;http://www.wakegov.com/humanservices/social/transportation;1005;808550156;861;1.072.203;50;Raleigh, NC;;884.891;1.708;518;;54;54;;;Tier II;;;  
40223;4223;Cumberland County;CTP;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;117 Dick St;;;Fayetteville;NC;28301;5749;4;http://www.co.cumberland.nc.us/departments/planning-group/planning/ctp;4005;088571690;658;329.403;122;Fayetteville, NC;;310.282;1.567;198;;12;12;;;Tier II;;;  
40224;4224;Buncombe County;;Mountain Mobility;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;46 Valley St;46 Valley Street;;Asheville;NC;28801;3736;4;http://www.buncombecounty.org/transportation;1005;829765754;657;238.318;133;Asheville, NC;;280.648;1.060;265;;35;35;;;Tier II;;;  
40225;4225;Alamance County Transportation Authority;ACTA;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;128 Electric Ave;Suite C;;Burlington;NC;27215;6929;4;http://www.acta-nc.com/;1005;832393677;435;153.033;261;Burlington, NC;;119.911;1.326;90;27;;27;;;Tier II;;;  
40226;4226;Mountain Projects, Inc.;MPI;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/06/2020;31/10/2020;2177 Asheville Rd;;;Waynesville;NC;28786;3139;4;www.haywoodtransit.com;1005;131413353;546;59.690;133;Asheville, NC;;280.648;1.060;265;21;;21;;;Tier II;;;  
40227;4227;Onslow United Transit System;OUTS;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/06/2020;31/10/2020;605 New Bridge St; ;1548;Jacksonville;NC;28540;5432;4;http://www.onslowunitedtransit.org/;1005;830272782;795;190.187;294;Jacksonville, NC;;105.419;1.478;71;17;;17;;;Tier II;;;  
40228;4228;Mecklenburg County ;MCTS;;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;301 Billingsley Road;;;Charlotte;NC;28211;;4;https://www.mecknc.gov/dss/admin/Pages/MecklenburgTransportationSystem.aspx;1005;124745035;31;1.110.356;38;Charlotte, NC-SC;;1.249.442;1.685;741;19;97;116;;;Tier II;;;  
40229;4229;Henderson County;;Apple Country Public Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Henderson County Planning Department;100 N. King St.;;Hendersonville;NC;28792;;4;http://www.applecountrytransit.com/;1057;017056451;39;71.227;133;Asheville, NC;;280.648;1.060;265;;4;4;;;Tier II;;;  
40231;4231;Orange County ;OCPT;Orange County Public Transportation;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;300 West Tryon St;;8181;Hillsborough;NC;27278;2438;4;http://nc-orangecounty.civicplus.com/778/Orange-County-Public-Transportation;1005;091575191;401;139.738;110;Durham, NC;;347.602;1.913;182;10;;10;;;Tier II;;;  
40232;4232;Central Florida Commuter Rail;;SunRail;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;605 Suwannee St;;;Tallahassee;FL;32399;6544;4;http://SunRail.com/;1001;809397102;110;287.435;32;Orlando, FL;;1.510.516;2.527;598;;25;25;;;Tier I (Rail);;;  
40233;4233;City of Salisbury ;;Salisbury Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;132 North Main St;;479;Salisbury;NC;28144;4336;4;http://www.salisburync.gov/transit/;7285;074517020;23;39.753;167;Concord, NC;;214.881;1.192;180;3;;3;;;Tier II;;;  
40234;4234;Autonomous Municipality of Ponce;MAP;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Calle Comercio Frente;;331709;Ponce;PR;00731;1709;4;http://www.visitponce.com/SITRAS/;3049;091127365;40;79.650;218;Ponce, PR;;149.539;3.389;44;21;;21;;;Tier II;;;  
40237;4237;Lancaster County Council on Aging;LARS;Lancaster Area Ride Service;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/06/2020;31/10/2020;309 S Plantation Rd;;1296;Lancaster;SC;29720;1870;4;https://www.lancastercoa.org/transportation;1006;869074435;555;98.012;38;Charlotte, NC-SC;;1.249.442;1.685;741;16;;16;;;Tier II;;;  
40238;;City of Coconut Creek;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;4800 W Copans Rd;;;Coconut Creek;FL;33063;3879;4;https://www.coconutcreek.net/pw/freebus;1082;077275063;12;61.361;4;Miami, FL;;5.502.379;4.442;1.239;4;;4;;;Tier II;;;  
40239;;City of Deerfield Beach;;Northeast Focal Point;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;150 Ne 2Nd Ave;;;Deerfield Beach;FL;33441;3506;4;www.deerfield-beach.com/1513/Transportation-Services;1082;086382090;16;78.881;4;Miami, FL;;5.502.379;4.442;1.239;7;;7;;;Tier II;;;  
40240;;City of Lighthouse Point;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;2200 Ne 38Th St;;;Pompano Beach;FL;33064;3950;4;https://www.lighthousepoint.com/191/Community-Shuttle;1082;020549952;2;10.587;4;Miami, FL;;5.502.379;4.442;1.239;1;;1;;;Tier II;;;  
40241;;City of Miramar ;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;2300 Civic Center Pl;WWRF Building L, 2nd Floor;;Miramar;FL;33025;6577;4;https://www.miramarfl.gov/392/Transit-Operations;1082;076041334;30;141.191;4;Miami, FL;;5.502.379;4.442;1.239;8;;8;;;Tier II;;;  
40244;;Spartanburg Regional Health Services, Inc.;SRHS;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;101 E Wood St;Transportation Services Division;;Spartanburg;SC;29303;3040;4;https://www.spartanburgregional.com/patients-visitors/community-services/transportation-services/;7326;052072048;811;319.785;192;Spartanburg, SC;;180.786;951;190;30;;30;;;Tier II;;;  
40246;;Center for Pan Asian Community Services, Inc.;CPACS;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;31/03/2020;31/10/2020;3510 Shallowford Rd Ne;;;Atlanta;GA;30341;2909;4;www.cpacs.org/transportation/;2119;883283574;94;1.647.546;9;Atlanta, GA;;4.515.419;1.707;2.645;14;;14;;;Tier II;;;  
40248;;Town of Hillsboro Beach;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;1210 Hillsboro Mile;;;Pompano Beach;FL;33062;1420;4;http://www.townofhillsborobeach.com/206/Community-Shuttle-Schedule;1082;024472789;2;2.004;4;Miami, FL;;5.502.379;4.442;1.239;;1;1;;;Tier II;;;  
40249;;City of Hallandale Beach;COHB;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;400 S Federal Hwy;;;Hallandale Beach;FL;33009;6433;4;http://www.cohb.org/minibus;1082;089606685;5;39.500;4;Miami, FL;;5.502.379;4.442;1.239;;5;5;;;Tier II;;;  
40250;;City of Lauderdale Lakes;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;4300 Nw 36Th St;;;Fort Lauderdale;FL;33319;5506;4;http://www.lauderdalelakes.org/459/Transportation;1082;082413600;4;36.324;4;Miami, FL;;5.502.379;4.442;1.239;;2;2;;;Tier II;;;  
40251;;City of Pembroke Pines;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;601 City Center Way;;;Pembroke Pines;FL;33025;;4;https://www.ppines.com/215/Transportation;1082;024485310;35;166.611;4;Miami, FL;;5.502.379;4.442;1.239;;7;7;;;Tier II;;;  
40252;;City Of Burlington;;Link Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;425 S Lexington Ave;;;Burlington;NC;27215;4200;4;www.linktransit.org;7289;071565170;26;56.500;261;Burlington, NC;;119.911;1.326;90;;8;8;;;Tier II;;;  
40253;;City of Coral Springs;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;9551 W Sample Rd;;;Coral Springs;FL;33065;4182;4;https://www.coralsprings.org/living/transportation/community-bus;1082;010439826;24;129.485;4;Miami, FL;;5.502.379;4.442;1.239;;2;2;;;Tier II;;;  
40254;;City of Lauderhill;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;5581 W Oakland Park Blvd;Transportation Division;;Lauderhill;FL;33313;1411;4;https://www.lauderhill-fl.gov/community-services/community-shuttle;1082;072238108;9;70.964;4;Miami, FL;;5.502.379;4.442;1.239;;7;7;;;Tier II;;;  
40256;;City of Margate;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;5790 Margate Blvd;;;Margate;FL;33063;3614;4;https://www.margatefl.com/316/Community-Bus-Service;1082;010439768;9;59.100;4;Miami, FL;;5.502.379;4.442;1.239;7;3;10;;;Tier II;;;  
40257;;City of Pompano Beach;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;100 W Atlantic Blvd;;;Pompano Beach;FL;33060;;4;http://pompanobeachfl.gov/pages/community_shuttle;1082;079412147;25;111.954;4;Miami, FL;;5.502.379;4.442;1.239;;4;4;;;Tier II;;;  
40260;;Town of Lauderdale-By-The-Sea;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;4501 N Ocean Dr;;;Lauderdale By The Sea;FL;33308;3610;4;https://www.lauderdalebythesea-fl.gov/235/Pelican-Hopper-Shuttle;1082;086380268;2;6.460;4;Miami, FL;;5.502.379;4.442;1.239;;1;1;;;Tier II;;;  
40261;;City of Dania Beach;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;100 W Dania Beach Blvd;;;Dania;FL;33004;3643;4;http://www.daniabeachfl.gov/2213/Community-Bus-Service;1082;098525728;8;31.446;4;Miami, FL;;5.502.379;4.442;1.239;;2;2;;;Tier II;;;  
40262;;Town of Davie;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;6591 Orange Dr;;;Davie;FL;33314;3348;4;https://www.davie-fl.gov/quicklinks.aspx?CID=85;1082;063804736;36;100.882;4;Miami, FL;;5.502.379;4.442;1.239;;5;5;;;Tier II;;;  
40263;;City of West Park;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;1965 S State Rd 7;;;West Park;FL;33023;6733;4;http://www.broward.org/BCT/Documents/Services/WestParkWeb.pdf;1082;808445634;2;15.097;4;Miami, FL;;5.502.379;4.442;1.239;;1;1;;;Tier II;;;  
40264;;Georgia State Road and Tollway Authority;SRTA;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;245 Peachtree Center Ave Ne Ste 2200;Suite 2200;;Atlanta;GA;30303;1224;4;http://www.xpressga.com;7336;784253580;498;1.354.871;9;Atlanta, GA;;4.515.419;1.707;2.645;;390;390;;;Tier I (Fixed Route VOMS);;;  
40265;;North Central Alabama Regional Council of Governments;NARCOG;NARCOG Regional Transit Agency;Full Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/09/2020;31/01/2021;216 Jackson St Se;;C;Decatur;AL;35601;2514;4;https://www.narcog.org/serving-communities/transportation;1000;148229177;1.316;152.680;392;Decatur, AL;;70.436;1.208;58;39;;39;;;Tier II;;;  
40270;;City of Rock Hill;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;155 Johnston St. ;;;Rock Hill;SC;11706;;4;https://myriderockhill.com/;3242;052378346;15;74.300;295;Rock Hill, SC;;104.996;1.098;96;10;;10;;;Tier II;;;  
40928;4R01-005;Baldwin County Commission;BRATS;Baldwin Regional Area Transit System;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;312 Courthouse Square Ste 11;;907;Bay Minette;AL;36507;4809;4;http.//www.baldwincountyal.gov;1000;082060450;1.590;218.022;458;Daphne-Fairhope, AL;;57.383;1.039;55;36;;36;;;Tier II;;;  
40950;4R08-001;First Tennessee Human Resource Agency;;N.E.T. Trans;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;704 Rolling Hills Dr;;;Johnson City;TN;37604;7264;4;https://nettrans.org/;7344;360949085;2.769;361.235;259;Johnson City, TN;;120.415;1.096;110;51;;51;;;Tier II;;;  
41027;4R03-076;Bartow County ;BCT;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;31/12/2020;30/04/2021;135 W Cherokee Ave Ste 251;;;Cartersville;GA;30120;3180;4;www.bartowga.org;1002;070331459;450;107.739;9;Atlanta, GA;;4.515.419;1.707;2.645;13;;13;;;Tier II;;;  
41068;4R02-028;Flagler County Public Transportation;FCPT;;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;1769 East Moody Blvd.;Bldg. 5;;Bunnell;FL;32110;5991;4;www.flaglercounty.org/departments/transportation/index.php;6441;808206494;571;115.081;109;Palm Coast-Daytona Beach-Port Orange, FL;;349.064;1.946;179;21;;21;;;Tier II;;;  
41088;4R03-005;Forsyth County Board of Commissioners;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;31/12/2020;30/04/2021;110 E Main St Ste 100;;;Cumming;GA;30040;2473;4;https://www.forsythco.com/Departments-Offices/Fleet-Services/Dial-A-Ride;7361;070327549;247;244.242;9;Atlanta, GA;;4.515.419;1.707;2.645;8;;8;;;Tier II;;;  
41092;4R07-007;Lowcountry Regional Transportation Authority;LRTA;Palmetto Breeze;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;25 Benton Field Rd;Bluffton, SC 29910;2029;Bluffton;SC;29910;8218;4;http://palmettobreezetransit.com;7329;130055429;3.730;201.265;401;Hilton Head Island, SC;;68.998;1.020;68;25;;25;;;Tier II;;;  
41105;4R04-020;Audubon Area Community Services, Inc.;AACS;;Full Reporter;Urban;Private-Non-Profit Corporation;;;;30/06/2020;31/10/2020;1700 West 5Th St;;;Owensboro;KY;42301;0423;4;http://www.audubon-area.com/;1003;092567346;2.693;216.306;391;Owensboro, KY;;70.543;2.086;34;46;;46;;;Tier II;;;  
